pycrypto,pycryptodome
jwt,pyjwt
pandas,numpy
pymilvus-orm,pymilvus
mysql-python,mysqlclient
flask,quart
requests,aiohttp
pil,pillow
pillow,torchvision
raven,sentry-sdk
keras,torch
slackclient,slack-sdk
py-bcrypt,bcrypt
pycryptodome,pycryptodomex
mysql-python,pymysql
flask-restplus,flask-restx
flask,fastapi
django-registration,django-registration-redux
dotenv,python-dotenv
xlrd,openpyxl
pyyaml,ruamel.yaml
ruamel.yaml,pyyaml
urllib,urllib3
sklearn,torch
huey,celery
eventlet,gevent
gevent,eventlet
python-ldap,ldap3
magic,python-magic
appdirs,platformdirs
s3cmd,awscli
kafka-python,confluent-kafka
pycrypto,cryptography
mysqlclient,psycopg2
pyqt5,pyside6
python-social-auth,social-auth-app-django
flask-security,flask-security-too
flask-restful,flask-restplus
openpyxl,xlsxwriter
xlsxwriter,openpyxl
gcloud-aio-core,aiohttp
flask,uvicorn
uwsgi,gunicorn
gunicorn,waitress
logbook,loguru
tensorboard,tensorboardx
lockfile,fasteners
celery,rq
scapy-python3,scapy
websocket-client,tornado
cheetah,cheetah3
argparse,configargparse
pytz,pendulum
retrying,tenacity
slugify,python-slugify
fuzzywuzzy,rapidfuzz
dataproperty,typepy
django-rest-swagger,drf-yasg
attr,attrs